Codigo,Denominacion,Cargos,Abonos,Saldo Actual
54010115201,Seguro Social Aporte Patronal,53681.27,                           -  ,247702.51
54010116201,Aporte al Instituto Nacional Tecnológico (INATEC),4993.61,5920.00,24803.49
54010117201,Gastos de cafeteria,2607.00,                           -  ,2607.00
54010119201,Uniformes,18734.50,                           -  ,18734.50
54010121201,Capacitación ,14832.84,                           -  ,14832.84
54010199201,Otros Gastos de Personal ,12396.90,8545.19,12396.90
54020301201,Servicios de Información,18312.14,                           -  ,18312.14
54029901201,Honorarios profesionales,166607.88,12635.40,166607.88
54029901202,Otros Servicios Contratados (Servicio de GPS ),5299.73,                           -  ,5299.73
54030101201,Pasajes y Traslados,18190.19,                           -  ,18190.19
54030201201,FLETES,421.18,                           -  ,421.18
54030401201,"Combustible, Lubricantes y Otros",59776.79,                           -  ,59776.79
54030401301,"Combustible, Lubricantes y Otros",                    -  ,48841.85,                     -  
54030901201,Depreciacion de Vehiculos,                    -  ,14344.64,                     -  
54031001201,"Telefonos, Telefax, fax (Celulares)",5596.90,                           -  ,28672.53
54031001202,"Telefonos, Telefax, fax",2760.84,                           -  ,2760.84
54039901201,Otros Gastos de Transporte y Comunicación (Internet),15162.48,                           -  ,15162.48
54040301203,Mantenimiento y reparación de equipo de oficina y computo,                    -  ,                           -  ,16786.02
54040401201,Agua,6461.81,                           -  ,6461.81
54040401202,Energía eléctrica,1531.34,                           -  ,6233.58
54040501201,Alquileres de Inmuebles,34063.53,                           -  ,170317.65
54040801201,Depreciación  de Equipos y Mobiliario,13428.43,                           -  ,13428.43
54040801301,Depreciación  de Equipos y Mobiliario,                    -  ,8851.64,                     -  
54040901201,Depreciación de Equipos de cómputo,2325.79,                           -  ,11628.96
54050101201,"Impuestos, Multas y Tasas Municipales",5935.79,                           -  ,34285.31
54050701201,"Papeleria, utiles y otros materiales de Limpieza",28547.15,13852.42,74278.50
54050701202,"Papeleria, utiles y otros materiales (Materiales de oficina)",15698.96,                           -  ,15698.96
54050701301,"Papeleria, utiles y otros materiales de Limpieza",                    -  ,10943.77,0.00
54050801201,Gastos Legales,11441.45,                           -  ,60674.68
54051001201,"Propaganda, Publicidad y Promociones",5920.00,                           -  ,11413.65
54059901201,Otros Gastos Generales (Beneficios a Clientes por Pronto pago),60692.17,                           -  ,60692.17
54059901202,Otros Gastos Generales (Gastos no deducibles),49007.52,                           -  ,49007.52
54059901203,Otros Gastos Generales,                    -  ,138825.07,2783.93
54059901301,Otros Gastos Generales,                    -  ,6363.63,                     -  
55010101201,Gastos por Ajustes Monetarios (Fondos Disponibles),23527.37,                           -  ,29298.47
56010101201,Aportes al Presupuesto de la CONAMI,17514.62,                           -  ,17514.62
63010101201,Resultado Neto del Ejercicio,143546.65,23161.00,120385.65
63010201201,Resultado Neto del Ejercicio,                    -  ,130395.91,                     -  
